lnk_product_purchase_key,product_count,product_price,sat_load_dts,sat_rec_src
a253e62f275dec648784f0563bb798fc,9,4,2023-10-19,9b1c93a6864c39e48417ee486b83c387
81b5bc88e8d1b15ddb927686bd8aa62a,9,4,2023-10-19,e84401ad27c4cfb9815776eb9432ff17
99e94af5b8347ca0765a34efa32ce06b,2,4,2023-10-19,f365c0cee72aa186f5a6e0b174cfc256
437cc23b3b9e4d9598f05687d6a9f088,6,4,2023-10-19,2bf0ccdbb4d3ebbcb990af74bd78c658
98ff6ac0b13403a48d642499fc9ab690,4,4,2023-10-19,507373ba57e072aa06e7d4299ea6386d
0c732c458c79e965e625003ceb12f771,5,4,2023-10-20,1531beb762df4029513ebf9295e0d34f
c31ce8518e4b0a67aa404509ba6fb13e,1,4,2023-10-20,529ec1f7ea830a51f00dafb5b06cf091
a1a82d06e4e963f02d76970abd401cb8,9,4,2023-10-20,f6e06644c3fb17c52be6bd0421b599b9
1161bcc18a59e929700723afc3c4cf1c,8,4,2023-10-20,7bc1ec1d9c3426357e69acd5bf320061
6781196ffdcbc2872b0996559de5c18f,1,4,2023-10-20,3783f31a590c99846281c4534e05bc6b
53505cc45e440278b520beff838e6c43,9,4,2023-10-20,99f0e91e4f90ecc1c3bdee598eadca30
9135af75a19b5cb60679c4c82571a3ef,7,4,2023-10-20,deb74a85a4a68465b75c721d45db5d3b
bcb0cf04b0a4ac84ddab7218001275a8,9,4,2023-10-20,fb6c84779f12283a81d739d8f088fc12
3b65a81835dbac186fad242aac9d71da,7,4,2023-10-20,e910a63844df7022c9b194d39b2686bf
350c3cc518cded54d0dc0a557d1772fd,4,4,2023-10-20,8ff3fdef6f5144f50eb2a83cd34baa5d
9a0e62be466b9050942c933155589ea6,8,4,2023-10-20,068004fef1759529ff6f29015cde17cd
46e8db160318f164c121757df2075faf,3,4,2023-10-20,348a38cd25abeab0e440f37510e9b1fa
ba3229b711df9d4f25cb8824cb86e294,1,4,2023-10-20,a5d42e4024cc540befb48f466820e25f
532404067cfbe960c6f758b6906e8c9b,4,4,2023-10-20,5f6ecc9686eb1bff304bbda038c60c54
6bce41c37b9457f435822c7773175b82,7,4,2023-10-20,87682805257e619d49b8e0dfdc14affa
ff32d994ea15755b5ce1562cbd4f9fd1,9,4,2023-10-20,e58aea67b01fa747687f038dfde066f6
a1bdf3a17302257bb6724ec8baacf28c,4,4,2023-10-20,10a7cdd970fe135cf4f7bb55c0e3b59f
3a6f022fd8e69747e1f31b2ae60464fa,1,4,2023-10-20,c900fe92840c527a0c54f28640c2f254
6b4aee16c6ac376ddeb7c4d14e628672,7,4,2023-10-20,e531e258fe3098c3bdd707c30a687d73
86b206e6f6c0a707c5b7c01f6544513e,4,4,2023-10-20,ad6fff7b7be06acff1c63ced9f0da4ea
4a9fdd3f585fb2815f1dc24e7077c0d6,5,4,2023-10-20,4efb80f630ccecb2d3b9b2087b0f9c89
fb6fbe04871a18f02ba4d0a5583e68ed,7,4,2023-10-20,606555cf42a6719782a952aa33cfa2cb
aec9b84f23bee0e452926ac625def194,4,4,2023-10-20,96ea64f3a1aa2fd00c72faacf0cb8ac9
26a0bb4979591e03a020bbbf34dd0ecc,3,4,2023-10-20,154ff8944e6eac05d0675c95b5b8889d
baaea5398cf3e63a1d02e3d50d453516,1,4,2023-10-20,41ccc97e4f1b5de999aa6468ff787d89
7eb40d9cf4339296fdf3c30a45b945d9,6,4,2023-10-20,fa587ec2731aab9f2952622e89088d4b
5a78e1cf647585763200adc9b9fbb192,1,4,2023-10-20,65ae450c5536606c266f49f1c08321f2
5bf5e3f0c005d2bdcdf5778a22484a3e,7,4,2023-10-20,d25414405eb37dae1c14b18d6a2cac34
ce99cca79576e888d82634febfccb1da,7,4,2023-10-20,503e7dbbd6217b9a591f3322f39b5a6c
77faebf3ce9a61453c933e36d55d0e39,6,4,2023-10-20,2f29b6e3abc6ebdefb55456ea6ca5dc8
48fadf93d7502c89e5383d5732027d26,8,4,2023-10-20,905056c1ac1dad141560467e0a99e1cf
78f8f7dd96697b9ca94555724a9c7147,5,4,2023-10-20,d2a1e34d86293cb12f959f89dddf263e
492aef4342dee9f9c4c0f630b8d0a02b,7,4,2023-10-20,7495bfe3bcb0defae0b795cb11c19e13
1b9be7460afc7b64f74e5adc8f889d04,6,4,2023-10-20,1458e7509aa5f47ecfb92536e7dd1dc7
774c078be3bbb69203f01cd8568aabc7,8,4,2023-10-20,4589b8b6a21b964025a84f6499070b83
f83721f70a2493ade9471b913b08f3c7,2,4,2023-10-20,e22c686bc771d5872150738b15f3e533
08344fdeab1381e54c441c0b661ba4b9,8,4,2023-10-20,d4c2e4a3297fe25a71d030b67eb83bfc
dfba671b13fb3a8177e5d02ce32bbe25,7,4,2023-10-20,0efbe98067c6c73dba1250d2beaa81f9
7b4c43fbaeaec5cd2849003f8b398b35,2,4,2023-10-21,03e7d2ebec1e820ac34d054df7e68f48
9a2d57cb014e4ee4117698cf9c9c98a1,9,4,2023-10-21,b6e32320fa6bc5a588b90183b95dc028
55ad42b204ffa7ec7b3fd8a5bbed46d9,3,4,2023-10-21,de9621d4c6fa69ce8aaa90f00e9110c5
9bc9cb343dbdd8ff4f41061baa8de586,3,4,2023-10-21,6a6610feab86a1f294dbbf5855c74af9
a2b00ba1461163ce827036b4f855c52d,3,4,2023-10-21,0801b20e08c3242125d512808cd74302
dd9a34d42c7988665da951946c45c08c,9,4,2023-10-21,3bd8fdb090f1f5eb66a00c84dbc5ad51
64ac3fa5b8246ab9c32dc07e991d33bf,6,4,2023-10-21,9f8785c7f9b578bec2c09e616568d270
144bdbb881677b167a97197ecd0af3c4,4,4,2023-10-21,bc6fe82635b1429d3e886eec0fc34f49
8cc51baa72873128bd5d4e095e76576f,8,4,2023-10-21,900c563bfd2c48c16701acca83ad858a
781ba9e0c19fc80bbf139f5552c8c132,5,4,2023-10-21,fe41bb826b6a3cd35fe36744936400b9
040cced5e86445b712a56df16e4b094e,8,4,2023-10-21,e105b88b3e1ac23ec811a708cd7edebf
2f4cbd40da7c89c8e8853d17d1e6cc42,3,4,2023-10-21,29539ed932d32f1c56324cded92c07c2
53601cbc741b3a9340c6895646f66176,8,4,2023-10-21,97af4fb322bb5c8973ade16764156bed
6cb3787097360dab9ed03775a8379709,5,4,2023-10-21,af8a224ded8ec0eadd5d93a746de9d97
cbac2d6b2354b9906c69892359ae4344,9,4,2023-10-21,8944871f1c9865a77a3d9c92cadf124d
b25934f5e2f801b1823d0fd3ac11db28,8,4,2023-10-21,4317fd49a21384c85f6b405cba038e21
fa05dd6e9b11715c86553380a90a3c5c,6,4,2023-10-21,49c9adb18e44be0711a94e827042f630
2dc4f47b4d34302a47e45016bd87a91c,1,4,2023-10-21,d90e5b6628b4291225cba0bdc643c295
819d77dfc3a6198b27062e8de7a93374,1,4,2023-10-21,3baa271bc35fe054c86928f7016e8ae6
bf4b0047beb237dfa2dd4828e971ed5f,4,4,2023-10-21,f81398ac7249eab440df0219892f3dd5
53c278fb577915639524a6ad00aad9c6,8,4,2023-10-21,c164bbc9d6c72a52c599bbb43d8db8e1
7f846bf3b4749bed16b8caaa23f97fd3,3,4,2023-10-21,dca5672ff3444c7e997aa9a2c4eb2094
4ebb5f169eddaf4de3327a224b08c1ef,8,4,2023-10-21,0678ca2eae02d542cc931e81b74de122
c1f00dada855b7cc381062935c88fd59,2,4,2023-10-21,5c5a93a042235058b1ef7b0ac1e11b67
877d5edb69167fd898adab6d1394667e,7,4,2023-10-21,30f48cd3c7e73511070b95ee0a884c23
62b35c640ea2caf5a7bd8770384cfddd,6,4,2023-10-21,98dce83da57b0395e163467c9dae521b
3cb7058bd565e6146f58383e2328be85,9,4,2023-10-21,1a15d41947a732c97943fa5624f570d7
eac1d317f72456e3e97db2b18ad07ad6,9,4,2023-10-21,e21e4e58ad9ab56e8a4634046da90113
a1b64bfc9c79b91123cfca9942064ec6,4,4,2023-10-21,4b5b81483048c8942ed00caaa17b9535
8af26f674607b19efd78cbe40463196a,5,4,2023-10-21,8ea284a28ff5a7e227709c23200d5e11
a912610fbb172ed6dfb5535676827f54,6,4,2023-10-21,81d7118d88d5570189ace943bd14f142
b81d7a88044ad7da9fd9f4810f1b7706,6,4,2023-10-21,9afefc52942cb83c7c1f14b2139b09ba
9e1a5e92ed5e0be532059d7c58ec2463,3,4,2023-10-21,a4a8a31750a23de2da88ef6a491dfd5c
e7d0f4d972dd310a5f7d8042d80a86f9,2,4,2023-10-22,604b37ea63ea51fa5fb3d8a89ec056e6
89eb7f70c63bbfd2afe302122c566276,8,4,2023-10-22,f38fef4c0e4988792723c29a0bd3ca98
cf5d03be6241d40cf77820cf939ceb16,2,4,2023-10-22,7edccc661418aeb5761dbcdc06ad490c
1d6604f033e997b8f1983263f49d74bc,3,4,2023-10-22,64697505ab8add3aa07f761321d06014
26f2958cadfce5273a5b2aa84e4a37a3,4,4,2023-10-22,5c9452254bccd24b8ad0bb1ab4408ad1
2f1037d418e996d2fd7702ebfa6aae92,1,4,2023-10-22,df7ee89b6f8ec5827a19ecbaff5d4cd2
a07e5e0a8fc463da450c1e4dae9c39be,5,4,2023-10-22,18a411989b47ed75a60ac69d9da05aa5
fe54942c45e191173d4bd475d76203c2,2,4,2023-10-22,f06ae085fe74cd78ad5e89496b197fe1
c0ff1f503ae07678803bc26d4dc89b74,8,4,2023-10-22,1dacb10f0623c67cb7dbb37587d8b38a
57a0cf3dfc5acdc6c005c18a7c6c26bf,5,4,2023-10-22,81cacbb44ce8bf874ef92e1a73432c7f
1176745cbf2cdc1753f63602901f6f3c,8,4,2023-10-22,b154e7b21b2ff0a14d96affa6d3fb958
ebf2adad63a79798c2d1bc6c20987f1a,7,4,2023-10-22,757b505cfd34c64c85ca5b5690ee5293
a3009816ccb88d0dbd8ea97d5637055e,2,4,2023-10-22,d31a52679469593424c94da10611eff2
66a03cde8459e3357c3eaf6020e0d004,5,4,2023-10-22,aff53752790c8c5348954c335c5ad682
7c3fc93e9ef954e24f9d772870f88855,9,4,2023-10-22,5317b6799188715d5e00a638a4278901
ab5c74e90c1d640b51bde242c26904ef,2,4,2023-10-22,38a77aa456fc813af07bb428f2363c8d
3df935ffbdcf18d8063fbae36af58a52,8,4,2023-10-22,79cae1be0fbae74dafbf8399ee2209cb
bf19d5974f79e14e63fe9cf09b139325,1,4,2023-10-22,ce2b9a26bddc32cba5af69372ee14c00
3ea51e1205c6f95f9b3c04abf6fbf1d9,3,4,2023-10-22,af3b6a54e9e9338abc54258e3406e485
59527aeebd71614c6b04bbb2114a253b,1,4,2023-10-22,f0f254331b4693742ea6cc1379b84e73
1b5e1ca765f84f346ff3390477c70b49,7,4,2023-10-22,8d9a0adb7c204239c9635426f35c9522
c8a6037aa848078b1521f42e8b635c48,4,4,2023-10-22,2bf283c05b601f21364d052ca0ec798d
d3a45bd7f59062a4182a23e04005445b,3,4,2023-10-22,19d19f93a4200dca6148155b8ccc0afd
4046d4409e9128829041e493fc6a9e05,9,4,2023-10-22,67606d48e361ce176ca71fd54fcf4286
928ecd91600636c27cdd3b633f2dc84e,8,4,2023-10-22,806fec5af7f5b48b8a31a003e171f3fb
285b3372c3a56e61f374a2f12d160e87,8,4,2023-10-22,fcdf25d6e191893e705819b177cddea0
6bd6afbd2819d7a268688fef8fcd6c9f,8,4,2023-10-22,7af6266cc52234b5aa339b16695f7fc4
161b9b6e495d49725b5d54363300f63e,8,4,2023-10-22,f7f07e7dab09533bc71247a5b29a7373
15c1f54e3761c2238864548a9b536272,5,4,2023-10-22,202cb962ac59075b964b07152d234b70
a44518f8751f05cd5262e4184e8bac5d,9,4,2023-10-22,fc0de4e0396fff257ea362983c2dda5a
566b62453062370b11d174f4d800912a,6,4,2023-10-22,3c59dc048e8850243be8079a5c74d079
d9c5f1e09efccc9e2cce7e0b6295878b,7,4,2023-10-22,afd4836712c5e77550897e25711e1d96
6795c97a03d72c90fc98d4519bbc2d22,7,4,2023-10-22,2c2fb9efd4b8a1f837bf47004a49ce45
eced887c3e3ea59f40f2c0c50c03cc65,5,4,2023-10-22,e1a0d53a534014217b7961d1870ee76b
71f44a27823bbcc19d315a1cbe66939b,4,4,2023-10-22,fa3060edb66e6ff4507886f9912e1ab9
ebded6e96cec3c87b3c7a70b891e0740,6,4,2023-10-22,6dff2291fe2e822de2e8068a182c4759
1afe7e8dfa08b64dd51e4c8d19468031,7,4,2023-10-22,231e535a63030cd69bf4b9a07d9968bf
c1f4209de88ac4deaeef47b9f0aa880c,9,4,2023-10-22,647bba344396e7c8170902bcf2e15551
f0632f4a1ee7d67f065934bc4a626e1e,4,4,2023-10-22,373e4c5d8edfa8b74fd4b6791d0cf6dc
5a5dcd4919e4f50647a8f1a0ca3a8df8,2,4,2023-10-22,72ab54f9b8c11fae5b923d7f854ef06a
6c47071340b1a18d183ff6eb73c96eb6,8,4,2023-10-22,740c6faec4dc6f885b63c458995f6332
2ee455cb8ce6934f1bbc92c0287deeec,2,4,2023-10-22,f02208a057804ee16ac72ff4d3cec53b
54b074ee115dde774aef3349c8619e9b,2,4,2023-10-22,0ae1dd3954ee840075de1395771b6c9c
1abad408b7ce125da9758b273d467c96,5,4,2023-10-23,36072923bfc3cf47745d704feb489480
766736f56ca66f29efd7ac30eab8bab7,4,4,2023-10-23,c4c455df3c54f292ae22f6791fd2553e
f7c6d2c9d8f61603935bdff2e0e078e2,9,4,2023-10-23,51a6ce0252d8fa6e913524bdce8db490
436af5d0500b929ed7781a24f62b19f4,1,4,2023-10-23,2fd5d41ec6cfab47e32164d5624269b1
202f63929b78bbd226138242c6bcca95,6,4,2023-10-23,7392ea4ca76ad2fb4c9c3b6a5c6e31e3
a6aeb6b30be99481bc856ebf5aabf325,4,4,2023-10-24,006f52e9102a8d3be2fe5614f42ba989
70e8ed531edd2ca341f67313d57b7e26,7,4,2023-10-24,4493f5351e66c44bc87515f72d07aec2
516a1c1c19b56ac5447d76fc4851ca9d,6,4,2023-10-24,b7a8486459730bea9569414ef76cf03f
3625c7723c3b8c83c23eda281c605ba2,9,4,2023-10-24,a26475af783877529bf81eed81743d71
f57db3a5b8214ae04dc8750071450de2,9,4,2023-10-25,c4f796afbc6267501964b46427b3f6ba
1fcbcad224860e6874f1df2b8ae2fe9b,8,4,2023-10-25,91afd735eb9677bbd3c7abbb175f6112
d3ab646f0e94e273138628fcf5d05b05,9,4,2023-10-25,0668e20b3c9e9185b04b3d2a9dc8fa2d
59106aec3385d3ff238456709964dea1,6,4,2023-10-25,cf34645d98a7630e2bcca98b3e29c8f2
ceaac8417f72504eaaff0f54d2f5c0fd,4,4,2023-10-25,3bd7ef30b1a12dc749b97afc9517a4f4
aaf86bced9c50aa0547fbc755a761d58,3,4,2023-10-25,fc1f073fe91403f00d2219185fdea79b
5b5791c90b5420b6201269a9767edf4e,6,4,2023-10-25,d240e3d38a8882ecad8633c8f9c78c9b
e256f5e8323b59202778ed7f6a00a12c,3,4,2023-10-25,9843a745d90a5a55cb0039aadeea32c0
2fffb9b8001c9c1e970abc0b9ea8296f,3,4,2023-10-25,687fd5c7e0142dfb2da70e5083b3c6a7
3187dc71b188d47dce172951671213d2,8,4,2023-10-25,a18aa23ee676d7f5ffb34cf16df3e08c
6c16ca42d359bbec4b9e0b36dc31951e,3,4,2023-10-25,004eef55e164cde4b29b93bd64c6d468
3636349effe7156070225a33ef489235,2,4,2023-10-25,7cecfe41e1394109d7b8620ca3926166
3b7e02c7c6c2abfbb2a4a413ee06ab80,8,4,2023-10-25,85c9f9efab89cee90a95cb98f15feacd
224c04045c2f9c695aa098143a2cb207,2,4,2023-10-25,e9d36f808f1dda1039aa9b194ba12104
8a7ab2b26dfeb63ee2b2ef893a41410d,6,4,2023-10-25,a4a587f3d0835928d30c2253f0624953
61b6cf7d6d2305b06161193d0bc72360,2,4,2023-10-25,e99298b28ed320343949b7631bebe7e5
600d88baa7e84eb569b08bff4aca1ca5,2,4,2023-10-25,38ed162a0dbef7b3fe0f628aa08b90e7
d83409fa3a5bb77b270a642bb23ed9d2,2,4,2023-10-25,68a9750337a418a86fe06c1991a1d64c
1853a0cb75c1bf051384be7b2dcfdf80,7,4,2023-10-25,eaf76caaba574ebf8e825f321c14ba29
dc0ed54bec810d310c5c29d92b1137de,9,4,2023-10-25,86b48b560a92d18429bcfca2c70ee733
bdb90703fa07c0723e8e4b7d1495e152,3,4,2023-10-25,d384dec9f5f7a64a36b5c8f03b8a6d92
14226e6fafe01e8638167e9a107ca2da,2,4,2023-10-25,2e99b7de2efefc11e5f273f35e10e0c7
b49dcb9bc3ba403c3f2dcb9e8cef1209,7,4,2023-10-25,6a4d5952d4c018a1c1af9fa590a10dda
a9fd20ae8e79e10e86022ccc4adbb2a5,7,4,2023-10-25,8c8a58fa97c205ff222de3685497742c
fbfd487594d28edfd220278a63e55ad8,9,4,2023-10-25,7eca143caaf49d9e3dc5c04961a314a0
340ed37ce6f93fb66ea0bb717297b52d,2,4,2023-10-25,8f822ac814829da24a7065b8131bdf47
83c9658d5b7d91490b3ad340db8290cc,7,4,2023-10-25,52bdba949576e6bcec5682a4993bfb58
01d897acfc189a1822dd2db6ce97ea3e,9,4,2023-10-25,ca49dcab7677fd5d3108f9a9b250d604
9303d38f32e8d4f8e72272e9ef8776b1,7,4,2023-10-25,b578f2a52a0229873fefc2a4b06377fa
ac9fc6eba94361c8e9f4505a2a9fb2d3,7,4,2023-10-25,c9a8a89997dec2c49626cd70b7849142
5053991ce0ac13e9ed7509f38099fc45,4,4,2023-10-25,421f8eb2f6d635fc5e09d0b16c59e281
7b8ef321e5cfda24cb84d2e21923fe58,6,4,2023-10-25,aac933717a429f57c6ca58f32975c597
a2bf047971e68c5ef4b022e4dd7ad8b0,4,4,2023-10-25,45ececbb4fa848ad3a87f3ee17919755
b5ded79fbabd45e613413f5a77089b3d,4,4,2023-10-25,e6acf4b0f69f6f6e60e9a815938aa1ff
ef450c370f2fd39fef6dbee4bea64acc,5,4,2023-10-26,b085c4fa543afe32970749f5e2bcdc6a
7f76e66cf6809b1cee21729a8c2ef0e7,2,4,2023-10-26,c24c65259d90ed4a19ab37b6fd6fe716
c24e2a40d2f9354917b35d2615ab666b,2,4,2023-10-26,f5f3b8d720f34ebebceb7765e447268b
79bedabc949440602748d711471976ad,6,4,2023-10-26,99b410aa504a6f67da128d333896ecd4
e8a0dec6a04ae6f08e3ea88741986118,9,4,2023-10-26,14c1633ad4334a68c87e6ce4b737e775
eda754946c14faa356b4775e934aae52,2,4,2023-10-26,c65d7bd70fe3e5e3a2f3de681edc193d
9fb6a3beffa6fab308e48004f0d6ab57,3,4,2023-10-26,4a47d2983c8bd392b120b627e0e1cab4
096f454bbfff4be0409059be721c3dea,7,4,2023-10-26,7989edad14ebcd3adfacc7344dc6b739
1cc0616ad22fdc81462163365c142df4,9,4,2023-10-26,d324a0cc02881779dcda44a675fdcaaa
710d4cd9c532522de673a1b6ac702ae7,7,4,2023-10-26,a753a43564c29148df3150afb4475440
8f07a528f5d299e373db17c7149e67b3,5,4,2023-10-26,4e0cb6fb5fb446d1c92ede2ed8780188
ae1e8b5ae0493d0f120d579a039bae7f,1,4,2023-10-26,69f268fb2ba1068615b3219c6e8f57e8
7df79082a1af471d932f8727eadb4d2a,6,4,2023-10-26,024d7f84fff11dd7e8d9c510137a2381
c5a3e4fedf55bda753d545fac62bce95,1,4,2023-10-26,5fb118206fd781294cdfddc3e7544633
068f9c31942c0debc7e004b465d13fa3,5,4,2023-10-26,b9141aff1412dc76340b3822d9ea6c72
6fb780c78fe393fd181656bea8ea3054,3,4,2023-10-26,ccf0304d099baecfbe7ff6844e1f6d91
1fafe2773c5d3904a3c1b28cd65615d9,4,4,2023-10-26,e0f7a4d0ef9b84b83b693bbf3feb8e6e
0b14f46473d7619e98542404097b74c0,9,4,2023-10-26,c213877427b46fa96cff6c39e837ccee
3398f68fb6a80e5d23c7f42cb160b623,3,4,2023-10-26,1868f17c2c15b5eafdc3cce2f5ac97d5
63161dcba5d8cded6bd123499ed8c50e,8,4,2023-10-26,3e53ca3d4e69bc938071715257cc62b9
2a255c231b8172b5ff0480220b9a93f1,1,4,2023-10-26,3f1656d9668dffcf8119e3ecff873558
4e708a2b49b5090369d26047b78dce6b,5,4,2023-10-26,5f7695debd8cde8db5abcb9f161b49ea
9b2021fa40b92a20f51b973d5e97039e,1,4,2023-10-26,576d026223582a390cd323bef4bad026
d290638af90615287ecf3d1a6e101d01,2,4,2023-10-26,97888b75aa1e8aaac3923028d4466fea
8479112fa05b16539ec0dc6c59f2e980,1,4,2023-10-27,b19aa25ff58940d974234b48391b9549
3cc8bd30df618c478cc3ee4884b2a208,9,4,2023-10-27,76d4110e944e83212bafa4b11ebf2b7e
101792e251fe243379d7ec3e2a8c267c,1,4,2023-10-27,b9937273f2b46912b56d09c8faa7da23
e92d949b0a156e506b48ec81e1b99a16,1,4,2023-10-27,ebe4bab9796d8591e73101a9b2cf6296
35979e98239796c8267e24a18ef765e8,7,4,2023-10-27,99cd3843754d20ec3c5885d805db8a32
83015456499a32ab791a69da4880b2b4,1,4,2023-10-27,e36258b3c74f08054a974a5fe1703f9c
d24d7ca16ce569c8030b4868e619d513,2,4,2023-10-27,9fa04f87c9138de23e92582b4ce549ec
c82534094c7e872d78ab2c9da5e45b4d,8,4,2023-10-27,c70341de2c112a6b3496aec1f631dddd
8771f9b5af8a7986077e1981a7ad3816,5,4,2023-10-27,be3159ad04564bfb90db9e32851ebf9c
83cc60060f567111d356846ecf02c172,5,4,2023-10-27,3a30be93eb45566a90f4e95ee72a089a
4946c1542450cc8ba4799fa6b87f7e6a,1,4,2023-10-27,70d355680e628fe1c552221f690d8da4
f333c63dc1e3d9365a92a53e64a671e5,1,4,2023-10-27,5b4e9aa703d0bfa11041debaa2d1b633
7976dd0cb6ba36a31df0f7fb61a84c60,2,4,2023-10-27,8b6dd7db9af49e67306feb59a8bdc52c
cf528cc54b25e3f1614a62cc7d57e8a4,4,4,2023-10-27,22fb0cee7e1f3bde58293de743871417
b5d5c9b526611fdd08091ffb2b43106c,7,4,2023-10-27,021bbc7ee20b71134d53e20206bd6feb
fb39586c20de12e6b532b04d9b2a3b96,5,4,2023-10-27,a8ed71126b12732b838cee58de4efe3f
79f0872dbb62526a941995c36868b230,4,4,2023-10-27,aaadbe0f309ec995a89dd6e74c9d3dbc
3af85efbcf60cdf831adec79a843f748,3,4,2023-10-27,bffc98347ee35b3ead06728d6f073c68
3df73851f0f9fca28f08a7c45894819d,9,4,2023-10-27,61d77652c97ef636343742fc3dcf3ba9
5a197aff2ad00b6941dd049033b6eb92,4,4,2023-10-27,fc4ddc15f9f4b4b06ef7844d6bb53abf
65d4bbad939880b1ed83212df8e95015,7,4,2023-10-27,cbf4d310ea68b3933521ba359d33ed5e
185a5481e47c664e7a1905bfa02295b6,5,4,2023-10-27,630b7d8dd49a0bab667498f287d68c16
