created_at,customer_id,customer_gmv,customer_category,customer_group
2023-10-26,335,52,hobby,10
2023-10-26,354,64,food,10
2023-10-26,366,88,books,5
2023-10-26,373,128,home,25
2023-10-26,392,32,food,10
2023-10-26,396,80,food,50+
2023-10-26,401,36,hobby,50
2023-10-26,419,44,hobby,10
2023-10-26,434,32,hobby,5
2023-10-26,452,64,food,50+
2023-10-26,454,24,food,5
2023-10-26,462,32,books,10
2023-10-26,464,36,food,50+
2023-10-26,468,60,hobby,5
2023-10-26,479,124,books,50
2023-10-26,492,56,food,5
2023-10-26,504,64,books,25
2023-10-26,505,84,books,50+
2023-10-26,507,12,hobby,25
2023-10-26,513,24,hobby,50+
2023-10-26,515,72,hobby,5
2023-10-26,538,16,food,50+
2023-10-26,551,24,home,25
2023-10-26,576,80,home,50
2023-10-26,594,24,food,25
2023-10-26,613,80,books,10
2023-10-26,625,104,home,5
2023-10-26,637,32,food,10
2023-10-26,642,64,hobby,50+
2023-10-26,663,84,hobby,50+
2023-10-26,670,48,home,10
2023-10-26,673,80,food,50
2023-10-26,674,96,hobby,50+
2023-10-26,675,28,home,50
2023-10-26,706,56,hobby,50+
2023-10-26,734,24,books,50
2023-10-26,742,52,books,5
2023-10-26,748,36,food,5
2023-10-26,750,60,books,50+
2023-10-26,802,36,home,10
2023-10-26,803,40,home,10
2023-10-26,804,16,books,50
2023-10-26,814,24,home,50+
2023-10-26,839,84,food,10
2023-10-26,844,36,books,50+
2023-10-26,883,76,food,10
2023-10-26,892,16,food,5
2023-10-27,5,104,books,50
2023-10-27,8,64,home,50
2023-10-27,14,60,books,25
2023-10-27,20,112,hobby,10
2023-10-27,21,28,books,50+
2023-10-27,31,28,books,25
2023-10-27,39,92,food,10
2023-10-27,43,124,food,25
2023-10-27,64,80,food,50
2023-10-27,72,48,home,50+
2023-10-27,75,24,home,25
2023-10-27,81,72,hobby,50+
2023-10-27,85,32,food,25
2023-10-27,98,124,hobby,50
2023-10-27,113,36,home,25
2023-10-27,121,80,books,50
2023-10-27,141,24,food,50
2023-10-27,144,88,hobby,50
2023-10-27,163,40,hobby,50+
2023-10-27,166,12,home,5
2023-10-27,177,44,books,5
2023-10-27,183,80,books,25
2023-10-27,187,52,hobby,50
2023-10-27,190,92,books,50
2023-10-27,191,36,food,25
2023-10-27,214,68,food,25
2023-10-27,247,56,food,5
2023-10-27,268,60,books,50
2023-10-27,275,4,books,10
2023-10-27,286,4,books,10
2023-10-27,288,40,food,25
2023-10-27,292,36,hobby,50
2023-10-27,293,12,home,5
2023-10-27,315,20,food,50+
2023-10-27,322,84,hobby,50
2023-10-27,328,48,books,25
2023-10-27,329,16,home,50
2023-10-27,334,60,food,5
2023-10-27,335,52,books,50
2023-10-27,354,64,home,25
2023-10-27,366,88,books,25
2023-10-27,373,128,home,50
2023-10-27,392,32,home,50+
2023-10-27,396,80,hobby,25
2023-10-27,401,36,books,50
2023-10-27,419,44,books,10
2023-10-27,434,32,books,10
2023-10-27,452,64,food,50
2023-10-27,454,24,food,50
2023-10-27,462,32,food,50+
2023-10-27,464,36,books,25
2023-10-27,468,60,hobby,50+
2023-10-27,479,124,food,50
2023-10-27,492,56,food,50+
2023-10-27,504,64,food,50+
2023-10-27,505,84,hobby,50
2023-10-27,507,12,home,10
2023-10-27,513,24,hobby,25
2023-10-27,515,72,hobby,25
2023-10-27,538,16,hobby,10
2023-10-27,548,52,home,50+
2023-10-27,551,24,home,25
2023-10-27,576,80,home,10
2023-10-27,594,24,books,50+
2023-10-27,613,80,home,25
2023-10-27,625,104,books,10
2023-10-27,637,32,books,50
2023-10-27,642,64,books,25
2023-10-27,663,84,hobby,5
2023-10-27,670,48,books,50
2023-10-27,673,80,books,25
2023-10-27,674,96,food,50+
2023-10-27,675,28,hobby,50
2023-10-27,706,56,books,10
2023-10-27,734,24,food,10
2023-10-27,742,52,books,50+
2023-10-27,748,36,food,50+
2023-10-27,750,60,hobby,10
2023-10-27,802,36,home,5
2023-10-27,803,40,books,5
2023-10-27,804,16,books,10
2023-10-27,814,24,hobby,5
2023-10-27,839,84,books,50
2023-10-27,844,36,books,10
2023-10-27,882,12,hobby,10
2023-10-27,883,76,food,10
2023-10-27,892,16,books,50+
2023-10-28,5,104,home,50+
2023-10-28,8,64,hobby,10
2023-10-28,14,60,home,50
2023-10-28,20,112,home,10
2023-10-28,21,28,food,50+
2023-10-28,31,28,hobby,5
2023-10-28,39,92,books,50+
2023-10-28,43,124,food,10
2023-10-28,59,88,books,25
2023-10-28,64,80,books,10
2023-10-28,72,48,books,5
2023-10-28,75,24,hobby,10
2023-10-28,81,72,food,5
2023-10-28,85,32,home,5
2023-10-28,98,124,hobby,50+
2023-10-28,113,36,books,5
2023-10-28,121,80,food,50
2023-10-28,141,24,books,25
2023-10-28,144,88,hobby,50
2023-10-28,145,64,home,50+
2023-10-28,163,40,home,50
2023-10-28,166,12,books,5
2023-10-28,177,44,home,5
2023-10-28,183,80,home,5
2023-10-28,187,52,books,50
2023-10-28,190,92,home,50+
2023-10-28,191,36,food,25
2023-10-28,214,68,food,5
2023-10-28,247,56,home,50
2023-10-28,268,60,food,5
2023-10-28,274,72,hobby,50+
2023-10-28,275,4,books,50
2023-10-28,279,64,hobby,10
2023-10-28,286,4,hobby,5
2023-10-28,288,40,hobby,50+
2023-10-28,292,36,books,10
2023-10-28,293,12,home,25
2023-10-28,315,20,home,50
2023-10-28,322,84,hobby,50+
2023-10-28,328,48,hobby,10
2023-10-28,329,16,books,50+
2023-10-28,334,60,books,50
2023-10-28,335,52,books,10
2023-10-28,354,64,hobby,50+
2023-10-28,364,48,food,5
2023-10-28,366,88,home,5
2023-10-28,373,128,books,25
2023-10-28,392,32,hobby,50+
2023-10-28,396,80,books,5
2023-10-28,401,36,books,5
2023-10-28,419,44,food,5
2023-10-28,434,32,food,10
2023-10-28,452,64,books,50+
2023-10-28,454,40,hobby,25
2023-10-28,462,32,home,25
2023-10-28,464,36,books,25
2023-10-28,468,60,hobby,25
2023-10-28,479,124,home,50+
2023-10-28,492,56,home,10
2023-10-28,504,64,books,50
2023-10-28,505,84,food,25
2023-10-28,507,12,food,10
2023-10-28,513,24,books,25
2023-10-28,515,72,hobby,50
2023-10-28,522,40,books,50
2023-10-28,538,16,food,5
2023-10-28,548,52,food,50
2023-10-28,551,24,food,5
2023-10-28,576,80,hobby,50
2023-10-28,594,24,home,50
2023-10-28,608,104,home,50+
2023-10-28,613,80,food,25
2023-10-28,625,104,hobby,50+
2023-10-28,632,32,hobby,25
2023-10-28,637,32,books,50+
2023-10-28,642,64,food,10
2023-10-28,647,48,books,50+
2023-10-28,663,84,books,5
2023-10-28,670,48,home,50+
2023-10-28,673,80,hobby,50
2023-10-28,674,96,books,50
2023-10-28,675,28,books,10
2023-10-28,685,52,books,25
2023-10-28,706,56,home,5
2023-10-28,734,24,home,10
2023-10-28,742,52,home,5
2023-10-28,748,36,home,50
2023-10-28,750,60,hobby,50
2023-10-28,802,36,hobby,10
2023-10-28,803,40,hobby,50
2023-10-28,804,16,home,25
2023-10-28,813,32,books,50
2023-10-28,814,24,food,5
2023-10-28,833,64,food,10
2023-10-28,839,84,hobby,5
2023-10-28,844,36,home,50+
2023-10-28,882,12,books,10
2023-10-28,883,76,books,5
2023-10-28,892,16,food,25
2023-10-28,939,92,hobby,5
2023-10-29,5,104,hobby,50+
2023-10-29,8,64,books,5
2023-10-29,14,60,books,50
2023-10-29,20,112,hobby,50+
2023-10-29,21,28,books,50
2023-10-29,31,28,home,25
2023-10-29,39,92,food,50+
2023-10-29,43,124,hobby,50
2023-10-29,59,88,food,50
2023-10-29,64,80,home,50+
2023-10-29,72,48,hobby,25
2023-10-29,75,24,home,10
2023-10-29,81,72,books,50
2023-10-29,85,32,hobby,5
2023-10-29,98,124,books,10
2023-10-29,113,36,hobby,50
2023-10-29,121,80,food,50+
2023-10-29,141,24,hobby,50+
2023-10-29,144,88,books,5
2023-10-29,145,64,food,25
2023-10-29,163,40,hobby,25
2023-10-29,166,12,hobby,25
2023-10-29,177,44,food,25
2023-10-29,183,80,books,50+
2023-10-29,187,52,hobby,25
2023-10-29,190,92,home,50
2023-10-29,191,36,home,10
2023-10-29,214,68,hobby,10
2023-10-29,247,56,hobby,5
2023-10-29,268,60,home,10
2023-10-29,274,72,home,25
2023-10-29,275,4,home,50
2023-10-29,279,64,hobby,25
2023-10-29,286,4,food,10
2023-10-29,288,40,hobby,50
2023-10-29,292,36,food,50+
2023-10-29,293,12,home,25
2023-10-29,302,52,books,10
2023-10-29,315,20,books,10
2023-10-29,322,84,food,10
2023-10-29,328,48,home,25
2023-10-29,329,16,hobby,5
2023-10-29,334,60,books,50+
2023-10-29,335,52,home,5
2023-10-29,354,64,home,5
2023-10-29,364,48,food,5
2023-10-29,366,88,home,5
2023-10-29,373,128,home,10
2023-10-29,392,32,home,50+
2023-10-29,396,80,food,50
2023-10-29,401,36,books,5
2023-10-29,419,44,food,25
2023-10-29,434,32,home,25
2023-10-29,452,64,books,10
2023-10-29,454,40,books,5
2023-10-29,462,32,books,10
2023-10-29,464,36,books,50+
2023-10-29,468,60,books,25
2023-10-29,479,124,books,5
2023-10-29,492,56,books,50+
2023-10-29,504,64,hobby,50+
2023-10-29,505,84,food,25
2023-10-29,507,12,home,5
2023-10-29,513,24,home,10
2023-10-29,515,72,home,25
2023-10-29,522,40,hobby,25
2023-10-29,538,16,food,25
2023-10-29,548,52,books,5
2023-10-29,551,24,hobby,5
2023-10-29,565,96,food,50
2023-10-29,576,80,books,50
2023-10-29,594,24,books,50
2023-10-29,608,104,books,50
2023-10-29,613,80,hobby,5
2023-10-29,625,104,home,50+
2023-10-29,632,32,hobby,5
2023-10-29,637,32,home,5
2023-10-29,642,64,home,10
2023-10-29,647,48,books,10
2023-10-29,663,84,books,10
2023-10-29,670,48,home,10
2023-10-29,673,80,home,50+
2023-10-29,674,96,books,25
2023-10-29,675,28,hobby,10
2023-10-29,685,52,home,10
2023-10-29,706,56,books,25
2023-10-29,734,24,home,25
2023-10-29,742,52,food,10
2023-10-29,748,36,food,5
2023-10-29,750,60,home,5
2023-10-29,802,36,hobby,50
2023-10-29,803,40,books,10
2023-10-29,804,16,food,50
2023-10-29,813,32,books,5
2023-10-29,814,24,food,25
2023-10-29,833,64,books,10
2023-10-29,839,84,food,50
2023-10-29,844,36,home,50+
2023-10-29,882,12,books,5
2023-10-29,883,76,books,50+
2023-10-29,892,16,books,5
2023-10-29,939,92,food,50+
2023-10-30,5,104,books,25
2023-10-30,8,64,home,50+
2023-10-30,14,60,hobby,5
2023-10-30,20,112,home,10
2023-10-30,21,28,home,25
2023-10-30,31,28,hobby,10
2023-10-30,39,92,home,10
2023-10-30,43,124,books,25
2023-10-30,59,88,hobby,50
2023-10-30,64,80,home,5
2023-10-30,72,48,food,10
2023-10-30,75,24,food,50
2023-10-30,81,72,hobby,50+
2023-10-30,85,32,food,50+
2023-10-30,98,124,food,5
2023-10-30,105,36,food,10
2023-10-30,113,36,food,10
2023-10-30,121,80,home,10
2023-10-30,141,24,hobby,10
2023-10-30,144,88,food,5
2023-10-30,145,64,books,10
2023-10-30,160,8,books,5
2023-10-30,163,40,hobby,50
2023-10-30,166,12,books,50
2023-10-30,177,44,hobby,50+
2023-10-30,183,80,home,5
2023-10-30,187,52,food,10
2023-10-30,190,92,books,10
2023-10-30,191,36,food,25
2023-10-30,214,68,food,10
2023-10-30,247,56,food,10
2023-10-30,255,40,food,25
2023-10-30,268,60,home,50+
2023-10-30,274,72,home,10
2023-10-30,275,4,food,50
2023-10-30,279,64,home,50
2023-10-30,286,4,books,50
2023-10-30,288,40,food,5
2023-10-30,292,36,food,10
2023-10-30,293,12,home,50+
2023-10-30,302,52,home,10
2023-10-30,315,20,food,10
2023-10-30,322,84,books,50+
2023-10-30,328,48,home,50+
2023-10-30,329,16,food,10
2023-10-30,334,60,home,50+
2023-10-30,335,52,hobby,50
2023-10-30,354,64,home,5
2023-10-30,364,48,books,50+
2023-10-30,366,88,books,10
2023-10-30,373,128,home,50+
2023-10-30,392,32,home,5
2023-10-30,396,80,books,10
2023-10-30,401,36,food,5
2023-10-30,419,44,books,5
2023-10-30,427,48,food,25
2023-10-30,434,32,books,10
2023-10-30,436,40,home,50
2023-10-30,443,44,home,50
2023-10-30,452,64,hobby,50
2023-10-30,454,40,home,50
2023-10-30,462,32,books,5
2023-10-30,464,36,hobby,50
2023-10-30,468,60,home,25
2023-10-30,479,124,hobby,10
2023-10-30,492,56,hobby,50+
2023-10-30,504,64,hobby,10
2023-10-30,505,84,hobby,5
2023-10-30,507,12,food,25
2023-10-30,513,72,books,10
2023-10-30,515,72,food,50+
2023-10-30,522,40,food,50
2023-10-30,538,16,food,10
2023-10-30,548,52,food,50
2023-10-30,551,24,food,50
2023-10-30,565,96,books,50+
2023-10-30,576,80,hobby,10
2023-10-30,594,24,hobby,5
2023-10-30,608,104,food,25
2023-10-30,613,80,books,5
2023-10-30,625,104,food,50+
2023-10-30,632,32,home,50
2023-10-30,637,32,food,5
2023-10-30,642,64,home,50
2023-10-30,647,48,home,10
2023-10-30,663,84,books,25
2023-10-30,670,48,hobby,10
2023-10-30,673,80,books,25
2023-10-30,674,96,books,5
2023-10-30,675,28,home,5
2023-10-30,685,52,books,50+
2023-10-30,706,56,home,50+
2023-10-30,734,24,hobby,10
2023-10-30,742,52,books,50
2023-10-30,748,36,hobby,50
2023-10-30,750,60,books,50
2023-10-30,802,36,hobby,25
2023-10-30,803,40,home,5
2023-10-30,804,16,books,25
2023-10-30,805,100,food,5
2023-10-30,813,32,books,10
2023-10-30,814,24,home,50+
2023-10-30,819,24,food,10
2023-10-30,833,64,food,5
2023-10-30,839,84,hobby,25
2023-10-30,844,36,hobby,50
2023-10-30,882,12,home,25
2023-10-30,883,76,books,5
2023-10-30,892,16,food,50+
2023-10-30,939,92,books,50+
2023-10-31,5,104,home,50
2023-10-31,8,64,food,5
2023-10-31,14,60,food,5
2023-10-31,20,112,food,10
2023-10-31,21,28,hobby,50
2023-10-31,31,28,hobby,5
2023-10-31,39,92,home,25
2023-10-31,43,124,books,10
2023-10-31,49,100,hobby,10
2023-10-31,59,88,food,50+
2023-10-31,64,80,food,25
2023-10-31,72,48,hobby,10
2023-10-31,75,24,home,5
2023-10-31,78,72,home,25
2023-10-31,81,72,food,10
2023-10-31,85,32,books,50+
2023-10-31,98,124,hobby,25
2023-10-31,105,36,home,5
2023-10-31,113,36,books,25
2023-10-31,121,80,home,5
2023-10-31,141,24,home,50
2023-10-31,144,88,hobby,50+
2023-10-31,145,64,hobby,50
2023-10-31,157,56,hobby,5
2023-10-31,160,8,food,10
2023-10-31,163,40,books,50
2023-10-31,166,12,home,25
2023-10-31,177,44,books,10
2023-10-31,183,80,books,50
2023-10-31,187,52,hobby,5
2023-10-31,190,92,hobby,25
2023-10-31,191,36,home,50+
2023-10-31,214,68,hobby,25
2023-10-31,247,56,hobby,25
2023-10-31,255,40,home,50+
2023-10-31,268,60,home,25
2023-10-31,274,72,food,50
2023-10-31,275,4,home,50+
2023-10-31,279,64,home,50
2023-10-31,286,4,food,50+
2023-10-31,288,40,home,50
2023-10-31,292,36,food,50
2023-10-31,293,12,books,50+
2023-10-31,302,52,hobby,50+
2023-10-31,315,20,home,5
2023-10-31,322,124,food,50
2023-10-31,328,48,home,5
2023-10-31,329,16,food,50+
2023-10-31,334,60,hobby,10
2023-10-31,335,52,home,50
2023-10-31,354,64,hobby,50+
2023-10-31,364,48,home,10
2023-10-31,366,88,hobby,5
2023-10-31,373,128,hobby,10
2023-10-31,392,32,food,5
2023-10-31,396,80,home,25
2023-10-31,401,36,books,10
2023-10-31,419,44,food,25
2023-10-31,427,48,hobby,25
2023-10-31,434,32,books,50+
2023-10-31,436,40,home,10
2023-10-31,443,44,food,5
2023-10-31,452,64,books,50
2023-10-31,454,40,food,50
2023-10-31,462,32,food,50+
2023-10-31,464,36,books,10
2023-10-31,468,60,food,10
2023-10-31,470,52,home,50+
2023-10-31,479,124,books,25
2023-10-31,492,56,books,50
2023-10-31,504,64,home,50
2023-10-31,505,84,food,50+
2023-10-31,507,12,books,5
2023-10-31,513,72,hobby,10
2023-10-31,515,72,home,50+
2023-10-31,522,40,home,50+
2023-10-31,538,16,home,50
2023-10-31,548,52,home,10
2023-10-31,551,24,books,50
2023-10-31,565,96,food,50+
2023-10-31,576,80,home,5
2023-10-31,594,24,food,10
2023-10-31,608,104,food,25
2023-10-31,613,80,food,50+
2023-10-31,625,104,home,50
2023-10-31,632,32,books,25
2023-10-31,637,32,home,25
2023-10-31,642,64,home,50
2023-10-31,647,48,hobby,10
2023-10-31,663,84,home,50
2023-10-31,670,48,home,25
2023-10-31,673,80,books,50
2023-10-31,674,96,hobby,50+
2023-10-31,675,28,food,25
2023-10-31,685,52,home,10
2023-10-31,706,56,hobby,50+
2023-10-31,727,36,home,50
2023-10-31,734,24,hobby,25
2023-10-31,742,52,books,50
2023-10-31,748,36,books,50
2023-10-31,750,60,hobby,10
2023-10-31,779,124,home,5
2023-10-31,802,36,food,50+
2023-10-31,803,40,books,50
2023-10-31,804,16,food,50
2023-10-31,805,100,books,25
2023-10-31,813,32,food,5
2023-10-31,814,24,books,10
2023-10-31,819,24,home,5
2023-10-31,833,64,books,50
2023-10-31,836,28,books,50+
2023-10-31,839,84,books,10
2023-10-31,844,36,hobby,25
2023-10-31,875,28,food,5
2023-10-31,882,12,food,25
2023-10-31,883,76,food,50+
2023-10-31,892,16,books,50+
2023-10-31,939,92,food,50+
2023-10-31,958,84,books,10
2023-11-01,5,104,home,50+
2023-11-01,8,64,books,5
2023-11-01,14,60,home,50
2023-11-01,20,112,books,25
2023-11-01,21,28,home,5
2023-11-01,31,28,hobby,50+
2023-11-01,39,92,books,10
2023-11-01,43,124,hobby,50
2023-11-01,49,100,home,25
2023-11-01,59,88,food,50
2023-11-01,64,80,food,50
2023-11-01,72,48,home,10
2023-11-01,75,24,hobby,50+
2023-11-01,78,72,home,50
2023-11-01,81,72,food,10
2023-11-01,85,32,books,25
2023-11-01,98,124,home,25
2023-11-01,105,36,food,50+
